DATE,FISCAL_YEAR,PRODUCT_CODE,VARIANT,PRODUCT,FORECAST_QUANTITY,gross_price,GROSS_PRICE_TOTAL
2020-12-01,2021,A2021150503,"Plus 2","AQ MB Lito 2",42,45.4377,1908.38
2020-12-01,2021,A2118150101,"Standard 1","AQ Master wired x1 Ms",1842,2.9434,5421.74
2020-12-01,2021,A2118150102,"Standard 2","AQ Master wired x1 Ms",1717,3.9998,6867.66
2020-12-01,2021,A2118150103,"Plus 1","AQ Master wired x1 Ms",596,4.5295,2699.58
2020-12-01,2021,A2118150104,"Plus 2","AQ Master wired x1 Ms",1003,5.0459,5061.04
2020-12-01,2021,A2118150105,"Premium 1","AQ Master wired x1 Ms",991,4.6904,4648.19
2020-12-01,2021,A2118150106,"Premium 2","AQ Master wired x1 Ms",1976,5.2542,10382.30
2020-12-01,2021,A2218150201,"Standard 1","AQ Master wireless x1 Ms",240,5.4383,1305.19
2020-12-01,2021,A2218150202,"Standard 2","AQ Master wireless x1 Ms",596,6.4054,3817.62
2020-12-01,2021,A2219150203,"Plus 1","AQ Master wireless x1 Ms",1630,6.7301,10970.06
2020-12-01,2021,A2219150204,"Plus 2","AQ Master wireless x1 Ms",772,7.3526,5676.21
2020-12-01,2021,A2219150205,"Premium 1","AQ Master wireless x1 Ms",662,7.9813,5283.62
2020-12-01,2021,A2219150206,"Premium 2","AQ Master wireless x1 Ms",996,8.3193,8286.02
2020-12-01,2021,A2319150301,"Standard 1","AQ Gamers Ms",383,8.8044,3372.09
2020-12-01,2021,A2319150302,"Standard 2","AQ Gamers Ms",1432,8.9901,12873.82
2020-12-01,2021,A2319150303,"Plus 1","AQ Gamers Ms",1931,9.3977,18146.96
2020-12-01,2021,A2319150304,"Plus 2","AQ Gamers Ms",1912,10.4573,19994.36
2020-12-01,2021,A2319150305,"Premium 1","AQ Gamers Ms",1664,10.4370,17367.17
2020-12-01,2021,A2319150306,"Premium 2","AQ Gamers Ms",1580,10.8659,17168.12
2020-12-01,2021,A2419150401,"Standard 1","AQ Lite Ms",2050,11.4829,23539.95
2020-12-01,2021,A2419150402,"Standard 2","AQ Lite Ms",1848,11.2819,20848.95
2020-12-01,2021,A2419150403,"Plus 1","AQ Lite Ms",1852,10.8925,20172.91
2020-12-01,2021,A2419150404,"Plus 2","AQ Lite Ms",1727,11.6332,20090.54
2020-12-01,2021,A2419150405,"Premium 1","AQ Lite Ms",1608,12.7423,20489.62
2020-12-01,2021,A2420150406,"Premium 2","AQ Lite Ms",852,12.2979,10477.81
2020-12-01,2021,A2520150501,"Standard 1","AQ Maxima Ms",635,12.0689,7663.75
2020-12-01,2021,A2520150502,"Standard 2","AQ Maxima Ms",698,14.5267,10139.64
2020-12-01,2021,A2520150503,"Plus 1","AQ Maxima Ms",2004,14.1682,28393.07
2020-12-01,2021,A2520150504,"Plus 2","AQ Maxima Ms",1212,14.2800,17307.36
2020-12-01,2021,A2520150505,"Premium 1","AQ Maxima Ms",1982,15.1762,30079.23
2020-12-01,2021,A2520150506,"Premium 2","AQ Maxima Ms",2137,14.5677,31131.17
2020-12-01,2021,A2620150601,"Standard 1","AQ Qwerty Ms",1138,14.9013,16957.68
2020-12-01,2021,A2620150602,"Standard 2","AQ Qwerty Ms",1096,15.8102,17327.98
2020-12-01,2021,A2620150603,"Plus 1","AQ Qwerty Ms",1904,15.9792,30424.40
2020-12-01,2021,A2620150604,"Plus 2","AQ Qwerty Ms",522,16.5491,8638.63
2020-12-01,2021,A2620150605,"Premium 1","AQ Qwerty Ms",245,16.5882,4064.11
2020-12-01,2021,A2620150606,"Premium 2","AQ Qwerty Ms",913,16.7850,15324.71
2020-12-01,2021,A2720150701,"Standard 1","AQ Trigger Ms",904,17.0917,15450.90
2020-12-01,2021,A2721150702,"Standard 2","AQ Trigger Ms",1300,17.2368,22407.84
2020-12-01,2021,A2721150703,"Plus 1","AQ Trigger Ms",747,16.9353,12650.67
2020-12-01,2021,A2721150704,"Plus 2","AQ Trigger Ms",1703,19.5860,33354.96
2020-12-01,2021,A2721150705,"Premium 1","AQ Trigger Ms",1214,19.4042,23556.70
2020-12-01,2021,A2721150706,"Premium 2","AQ Trigger Ms",1392,20.0537,27914.75
2020-12-01,2021,A2821150801,"Standard 1","AQ Lumina Ms",2372,21.7118,51500.39
2020-12-01,2021,A2918150101,"Standard 1","AQ Master wired x1",129,6.8991,889.98
2020-12-01,2021,A2918150102,"Standard 2","AQ Master wired x1",1021,7.5979,7757.46
2020-12-01,2021,A2918150103,"Plus 1","AQ Master wired x1",962,7.7693,7474.07
2020-12-01,2021,A2918150104,"Plus 2","AQ Master wired x1",999,8.9514,8942.45
2020-12-01,2021,A2918150105,"Premium 1","AQ Master wired x1",860,9.4650,8139.90
2020-12-01,2021,A2918150106,"Premium 2","AQ Master wired x1",259,10.4188,2698.47
2020-12-01,2021,A3018150201,"Standard 1","AQ Master wireless x1",249,10.7955,2688.08
2020-12-01,2021,A3018150202,"Standard 2","AQ Master wireless x1",946,11.0524,10455.57
2020-12-01,2021,A3018150203,"Plus 1","AQ Master wireless x1",128,12.3739,1583.86
2020-12-01,2021,A3019150204,"Plus 2","AQ Master wireless x1",470,11.6011,5452.52
2020-12-01,2021,A3019150205,"Premium 1","AQ Master wireless x1",462,12.0509,5567.52
2020-12-01,2021,A3019150206,"Premium 2","AQ Master wireless x1",593,13.0018,7710.07
2020-12-01,2021,A3119150301,"Standard 1","AQ Gamers ",1146,13.5061,15477.99
2020-12-01,2021,A3119150302,"Standard 2","AQ Gamers ",448,15.3071,6857.58
2020-12-01,2021,A3119150303,"Plus 1","AQ Gamers ",709,16.2407,11514.66
2020-12-01,2021,A3120150304,"Plus 2","AQ Gamers ",1054,16.3792,17263.68
2020-12-01,2021,A3120150305,"Premium 1","AQ Gamers ",414,16.3218,6757.23
2020-12-01,2021,A3120150306,"Premium 2","AQ Gamers ",529,19.3003,10209.86
2020-12-01,2021,A3220150401,"Standard 1","AQ Lite",691,18.4943,12779.56
2020-12-01,2021,A3220150402,"Standard 2","AQ Lite",925,18.7947,17385.10
2020-12-01,2021,A3220150403,"Plus 1","AQ Lite",816,18.5844,15164.87
2020-12-01,2021,A3220150404,"Plus 2","AQ Lite",769,18.4219,14166.44
2020-12-01,2021,A3220150405,"Premium 1","AQ Lite",939,18.9415,17786.07
2020-12-01,2021,A3220150406,"Premium 2","AQ Lite",311,20.0066,6222.05
2020-12-01,2021,A3320150501,"Standard 1","AQ Maxima",183,20.3908,3731.52
2020-12-01,2021,A3320150502,"Standard 2","AQ Maxima",864,21.6988,18747.76
2020-12-01,2021,A3320150503,"Plus 1","AQ Maxima",948,20.8733,19787.89
2020-12-01,2021,A3320150504,"Plus 2","AQ Maxima",1075,22.1341,23794.16
2020-12-01,2021,A3320150505,"Premium 1","AQ Maxima",912,23.0844,21052.97
2020-12-01,2021,A3320150506,"Premium 2","AQ Maxima",496,23.7678,11788.83
2020-12-01,2021,A3420150601,"Standard 1","AQ Qwerty",1066,24.5690,26190.55
2020-12-01,2021,A3420150602,"Standard 2","AQ Qwerty",209,23.9726,5010.27
2020-12-01,2021,A3421150603,"Plus 1","AQ Qwerty",942,26.9507,25387.56
2020-12-01,2021,A3421150604,"Plus 2","AQ Qwerty",582,27.4152,15955.65
2020-12-01,2021,A3421150605,"Premium 1","AQ Qwerty",800,29.8692,23895.36
2020-12-01,2021,A3421150606,"Premium 2","AQ Qwerty",373,29.6709,11067.25
2020-12-01,2021,A3521150701,"Standard 1","AQ Trigger",126,29.3872,3702.79
2020-12-01,2021,A3521150702,"Standard 2","AQ Trigger",452,30.3414,13714.31
2020-12-01,2021,A3521150703,"Plus 1","AQ Trigger",270,31.7665,8576.96
2020-12-01,2021,A3521150704,"Plus 2","AQ Trigger",565,33.6246,18997.90
2020-12-01,2021,A3521150705,"Premium 1","AQ Trigger",363,34.5114,12527.64
2020-12-01,2021,A3718150101,Standard,"AQ LION x1",141,16.5127,2328.29
2020-12-01,2021,A3718150102,"Plus 1 ","AQ LION x1",157,16.1015,2527.94
2020-12-01,2021,A3718150103,"Plus 2","AQ LION x1",120,17.5697,2108.36
2020-12-01,2021,A3718150105,Premium,"AQ LION x1",138,18.0312,2488.31
2020-12-01,2021,A3818150201,Standard,"AQ LION x2",33,17.2648,569.74
2020-12-01,2021,A3818150202,"Plus 1 ","AQ LION x2",161,17.5197,2820.67
2020-12-01,2021,A3819150203,"Plus 2","AQ LION x2",27,18.4533,498.24
2020-12-01,2021,A3819150204,"Plus 3","AQ LION x2",149,21.1942,3157.94
2020-12-01,2021,A3819150205,Premium,"AQ LION x2",77,21.6066,1663.71
2020-12-01,2021,A3920150301,Standard,"AQ LION x3",150,22.1454,3321.81
2020-12-01,2021,A3920150302,"Plus 1 ","AQ LION x3",45,23.1520,1041.84
2020-12-01,2021,A3920150303,"Plus 2","AQ LION x3",142,25.4670,3616.31
2020-12-01,2021,A3920150304,"Plus 3","AQ LION x3",142,25.0442,3556.28
2020-12-01,2021,A3920150305,Premium,"AQ LION x3",46,27.4546,1262.91
2020-12-01,2021,A4020150401,Standard,"AQ Mx NB",62,26.9302,1669.67
2020-12-01,2021,A4020150402,"Plus 1 ","AQ Mx NB",109,28.4500,3101.05
2020-12-01,2021,A4021150403,"Plus 2","AQ Mx NB",84,29.9423,2515.15
2020-12-01,2021,A4021150404,"Plus 3","AQ Mx NB",82,28.5800,2343.56
2020-12-01,2021,A4021150405,Premium,"AQ Mx NB",60,31.7029,1902.17
2020-12-01,2021,A4118110105,"Plus Blue","AQ Aspiron",34,182.8932,6218.37
2020-12-01,2021,A4118110106,"Plus Red","AQ Aspiron",22,187.7533,4130.57
2020-12-01,2021,A4118110107,"Premium Black","AQ Aspiron",36,195.7721,7047.80
2020-12-01,2021,A4218110201,"Standard Grey","AQ Digit",23,200.2732,4606.28
2020-12-01,2021,A4218110202,"Standard Blue","AQ Digit",27,215.9341,5830.22
2020-12-01,2021,A4218110203,"Standard Red","AQ Digit",54,236.8486,12789.82
2020-12-01,2021,A4218110204,"Plus Grey","AQ Digit",48,232.1038,11140.98
2020-12-01,2021,A4218110205,"Plus Blue","AQ Digit",53,240.1403,12727.44
2020-12-01,2021,A4218110206,"Plus Red","AQ Digit",53,237.0183,12561.97
2020-12-01,2021,A4218110207,"Premium Black","AQ Digit",43,249.1303,10712.60
2020-12-01,2021,A4218110208,"Premium Misty Green","AQ Digit",21,243.0414,5103.87
2020-12-01,2021,A4318110301,"Standard Grey","AQ Velocity",33,264.7000,8735.10
2020-12-01,2021,A4319110302,"Standard Blue","AQ Velocity",19,267.2091,5076.97
2020-12-01,2021,A4319110303,"Standard Red","AQ Velocity",29,261.2305,7575.68
2020-12-01,2021,A4319110304,"Plus Grey","AQ Velocity",36,267.0636,9614.29
2020-12-01,2021,A4319110305,"Plus Blue","AQ Velocity",22,277.8079,6111.77
2020-12-01,2021,A4319110306,"Plus Red","AQ Velocity",47,275.8194,12963.51
2020-12-01,2021,A4419110401,"Standard Grey","AQ Elite",29,271.3471,7869.07
2020-12-01,2021,A4419110402,"Standard Blue","AQ Elite",36,281.9504,10150.21
2020-12-01,2021,A4419110403,"Standard Red","AQ Elite",38,288.0503,10945.91
2020-12-01,2021,A4419110404,"Plus Grey","AQ Elite",40,286.8973,11475.89
2020-12-01,2021,A4419110405,"Plus Blue","AQ Elite",55,291.2071,16016.39
2020-12-01,2021,A4419110406,"Plus Red","AQ Elite",19,287.5666,5463.77
2020-12-01,2021,A4419110407,"Premium Black","AQ Elite",51,287.4934,14662.16
2020-12-01,2021,A4419110408,"Premium Misty Green","AQ Elite",33,297.0277,9801.91
2020-12-01,2021,A4519110501,"Standard Grey","AQ Gen X",32,311.8396,9978.87
2020-12-01,2021,A4519110502,"Standard Blue","AQ Gen X",27,300.3378,8109.12
2020-12-01,2021,A4519110503,"Standard Red","AQ Gen X",56,306.9189,17187.46
2020-12-01,2021,A4520110504,"Plus Grey","AQ Gen X",49,341.7343,16744.98
2020-12-01,2021,A4520110505,"Plus Blue","AQ Gen X",14,325.2156,4553.02
2020-12-01,2021,A4520110506,"Plus Red","AQ Gen X",29,325.2561,9432.43
2020-12-01,2021,A4520110507,"Premium Black","AQ Gen X",30,322.9426,9688.28
2020-12-01,2021,A4520110508,"Premium Misty Green","AQ Gen X",32,327.0930,10466.98
2020-12-01,2021,A4620110601,"Standard Grey","AQ Gen Y",57,347.2474,19793.10
2020-12-01,2021,A4620110602,"Standard Blue","AQ Gen Y",46,346.6886,15947.68
2020-12-01,2021,A4620110603,"Standard Red","AQ Gen Y",32,366.0459,11713.47
2020-12-01,2021,A4620110604,"Plus Grey","AQ Gen Y",34,353.0982,12005.34
2020-12-01,2021,A4620110605,"Plus Blue","AQ Gen Y",30,349.2525,10477.58
2020-12-01,2021,A4620110606,"Plus Red","AQ Gen Y",27,348.5375,9410.51
2020-12-01,2021,A4620110607,"Premium Black","AQ Gen Y",42,347.8030,14607.73
2020-12-01,2021,A4620110608,"Premium Misty Green","AQ Gen Y",44,363.0630,15974.77
2020-12-01,2021,A4720110701,"Standard Grey","AQ GEN Z",40,367.7335,14709.34
2020-12-01,2021,A4720110702,"Standard Blue","AQ GEN Z",62,371.4027,23026.97
2020-12-01,2021,A4721110703,"Standard Red","AQ GEN Z",68,361.6496,24592.17
2020-12-01,2021,A4721110704,"Plus Grey","AQ GEN Z",46,380.2153,17489.90
2020-12-01,2021,A4721110705,"Plus Blue","AQ GEN Z",56,377.4069,21134.79
2020-12-01,2021,A4918110101,"Standard Grey","AQ BZ 101",15,419.1936,6287.90
2020-12-01,2021,A4918110102,"Standard Blue","AQ BZ 101",33,451.4881,14899.11
2020-12-01,2021,A4918110103,"Premium Black","AQ BZ 101",59,428.1451,25260.56
2020-12-01,2021,A4918110104,"Premium Misty Green","AQ BZ 101",45,460.2805,20712.62
2020-12-01,2021,A5018110201,"Standard Grey","AQ BZ Compact",33,451.7049,14906.26
2020-12-01,2021,A5018110202,"Standard Blue","AQ BZ Compact",37,462.5568,17114.60
2020-12-01,2021,A5018110203,"Standard Red","AQ BZ Compact",45,452.1420,20346.39
2020-12-01,2021,A5018110204,"Plus Grey","AQ BZ Compact",20,447.7337,8954.67
2020-12-01,2021,A5018110205,"Plus Blue","AQ BZ Compact",29,486.1763,14099.11
2020-12-01,2021,A5018110206,"Plus Red","AQ BZ Compact",22,475.5544,10462.20
2020-12-01,2021,A5018110207,"Premium Black","AQ BZ Compact",40,475.1904,19007.62
2020-12-01,2021,A5019110208,"Premium Misty Green","AQ BZ Compact",44,467.3047,20561.41
2020-12-01,2021,A5119110301,"Standard Grey","AQ BZ Gen Y",41,479.0441,19640.81
2020-12-01,2021,A5119110302,"Standard Blue","AQ BZ Gen Y",41,474.3132,19446.84
2020-12-01,2021,A5119110303,"Standard Red","AQ BZ Gen Y",39,474.3154,18498.30
2020-12-01,2021,A5119110305,"Plus Blue","AQ BZ Gen Y",59,483.3813,28519.50
2020-12-01,2021,A5119110306,"Plus Red","AQ BZ Gen Y",40,486.4857,19459.43
2020-12-01,2021,A5119110307,"Premium Black","AQ BZ Gen Y",55,516.4580,28405.19
2020-12-01,2021,A5119110308,"Premium Misty Green","AQ BZ Gen Y",24,512.5811,12301.95
2020-12-01,2021,A5219110401,"Standard Grey","AQ BZ Gen Z",49,506.9644,24841.26
2020-12-01,2021,A5219110402,"Standard Blue","AQ BZ Gen Z",14,490.1582,6862.21
2020-12-01,2021,A5219110403,"Standard Red","AQ BZ Gen Z",45,525.8042,23661.19
2020-12-01,2021,A5219110405,"Plus Blue","AQ BZ Gen Z",10,521.2603,5212.60
2020-12-01,2021,A5219110406,"Plus Red","AQ BZ Gen Z",56,550.4597,30825.74
2020-12-01,2021,A5219110407,"Premium Black","AQ BZ Gen Z",18,545.5931,9820.68
2020-12-01,2021,A5220110408,"Premium Misty Green","AQ BZ Gen Z",43,533.0397,22920.71
2020-12-01,2021,A5318110103,"Standard Black","AQ Gamer 1",33,584.9722,19304.08
2020-12-01,2021,A5318110104,"Plus Firey Red","AQ Gamer 1",8,586.3824,4691.06
2020-12-01,2021,A5318110105,"Plus Cool Blue","AQ Gamer 1",17,551.3303,9372.62
2020-12-01,2021,A5318110106,"Plus Black","AQ Gamer 1",27,565.8747,15278.62
2020-12-01,2021,A5318110107,"Premium Black","AQ Gamer 1",18,571.6489,10289.68
2020-12-01,2021,A5318110108,"Premium Misty Green","AQ Gamer 1",32,579.6609,18549.15
2020-12-01,2021,A5419110201,"Standard Firey Red","AQ Gamer 2",15,585.0003,8775.00
2020-12-01,2021,A5419110202,"Standard Cool Blue","AQ Gamer 2",31,567.9271,17605.74
2020-12-01,2021,A5419110203,"Standard Black","AQ Gamer 2",10,595.5711,5955.71
2020-12-01,2021,A5419110204,"Plus Firey Red","AQ Gamer 2",33,602.9200,19896.36
2020-12-01,2021,A5419110205,"Plus Cool Blue","AQ Gamer 2",16,570.7578,9132.12
2020-12-01,2021,A5419110206,"Plus Black","AQ Gamer 2",8,601.6398,4813.12
2020-12-01,2021,A5419110207,"Premium Black","AQ Gamer 2",21,599.2302,12583.83
2020-12-01,2021,A5419110208,"Premium Misty Green","AQ Gamer 2",25,608.4070,15210.18
2020-12-01,2021,A5519110301,"Standard Firey Red","AQ Gamer 3",18,589.7411,10615.34
2020-12-01,2021,A5519110302,"Standard Cool Blue","AQ Gamer 3",40,605.8642,24234.57
2020-12-01,2021,A5519110303,"Standard Black","AQ Gamer 3",7,604.2721,4229.90
2020-12-01,2021,A5519110304,"Plus Firey Red","AQ Gamer 3",32,597.7704,19128.65
2020-12-01,2021,A5520110305,"Plus Cool Blue","AQ Gamer 3",42,632.4885,26564.52
2020-12-01,2021,A5520110306,"Plus Black","AQ Gamer 3",26,639.6816,16631.72
2020-12-01,2021,A5520110307,"Premium Black","AQ Gamer 3",27,609.7926,16464.40
2020-12-01,2021,A5520110308,"Premium Misty Green","AQ Gamer 3",25,590.1159,14752.90
2020-12-01,2021,A5620110401,"Standard Firey Red","AQ Smash 1",27,642.0698,17335.88
2020-12-01,2021,A5620110402,"Standard Cool Blue","AQ Smash 1",43,593.8297,25534.68
2020-12-01,2021,A5621110403,"Standard Black","AQ Smash 1",18,631.1855,11361.34
2020-12-01,2021,A5621110404,"Plus Firey Red","AQ Smash 1",23,639.9614,14719.11
2020-12-01,2021,A5621110405,"Plus Cool Blue","AQ Smash 1",25,601.8173,15045.43
2020-12-01,2021,A5621110406,"Plus Black","AQ Smash 1",33,644.3777,21264.46
2020-12-01,2021,A5621110407,"Premium Black","AQ Smash 1",32,655.7782,20984.90
2020-12-01,2021,A5621110408,"Premium Misty Green","AQ Smash 1",29,657.2525,19060.32
2020-12-01,2021,A5721110501,"Standard Firey Red","AQ Smash 2",17,649.6929,11044.78
2020-12-01,2021,A5721110502,"Standard Cool Blue","AQ Smash 2",20,627.9938,12559.88
2020-12-01,2021,A5721110503,"Standard Black","AQ Smash 2",26,678.3035,17635.89
2020-12-01,2021,A5721110504,"Plus Firey Red","AQ Smash 2",30,655.8348,19675.04
2020-12-01,2021,A5721110505,"Plus Cool Blue","AQ Smash 2",29,674.4272,19558.39
2020-12-01,2021,A5721110506,"Plus Black","AQ Smash 2",25,720.5460,18013.65
2020-12-01,2021,A5820110101,"Standard 1","AQ BZ Allin1",44,681.3022,29977.30
2020-12-01,2021,A5820110102,"Standard 2","AQ BZ Allin1",43,697.5541,29994.83
2020-12-01,2021,A5820110103,"Standard 3","AQ BZ Allin1",17,735.1465,12497.49
2020-12-01,2021,A5820110104,"Plus 1","AQ BZ Allin1",11,690.4971,7595.47
2020-12-01,2021,A5820110105,"Plus 2","AQ BZ Allin1",64,709.3926,45401.13
2020-12-01,2021,A5820110106,"Plus 3","AQ BZ Allin1",42,692.5242,29086.02
2020-12-01,2021,A5820110107,"Premium 1","AQ BZ Allin1",58,737.6775,42785.30
2020-12-01,2021,A5821110108,"Premium 2","AQ BZ Allin1",59,746.7388,44057.59
2020-12-01,2021,A6018110101,"Standard 1","AQ Home Allin1",4,800.4577,3201.83
2020-12-01,2021,A6018110102,"Standard 2","AQ Home Allin1",9,764.0542,6876.49
2020-12-01,2021,A6018110103,"Standard 3","AQ Home Allin1",7,770.9789,5396.85
2020-12-01,2021,A6018110104,"Plus 1","AQ Home Allin1",7,749.0987,5243.69
2020-12-01,2021,A6018110105,"Plus 2","AQ Home Allin1",5,766.6472,3833.24
2020-12-01,2021,A6018110106,"Plus 3","AQ Home Allin1",6,787.5874,4725.52
2020-12-01,2021,A6019110107,"Premium 1","AQ Home Allin1",4,785.9918,3143.97
2020-12-01,2021,A6019110108,"Premium 2","AQ Home Allin1",4,796.6606,3186.64
2020-12-01,2021,A6119110201,"Standard 1","AQ HOME Allin1 Gen 2",4,824.0889,3296.36
2020-12-01,2021,A6119110202,"Standard 2","AQ HOME Allin1 Gen 2",2,790.1040,1580.21
2020-12-01,2021,A6119110203,"Standard 3","AQ HOME Allin1 Gen 2",7,769.5635,5386.94
2020-12-01,2021,A6119110204,"Plus 1","AQ HOME Allin1 Gen 2",4,807.2638,3229.06
2020-12-01,2021,A6120110205,"Plus 2","AQ HOME Allin1 Gen 2",10,834.9812,8349.81
2020-12-01,2021,A6120110206,"Plus 3","AQ HOME Allin1 Gen 2",7,810.6034,5674.22
2020-12-01,2021,A6218160101,Standard,"AQ Digit SSD",1556,13.5941,21152.42
2020-12-01,2021,A6218160102,Plus,"AQ Digit SSD",1617,15.2481,24656.18
2020-12-01,2021,A6219160103,Premium,"AQ Digit SSD",1442,16.3003,23505.03
2020-12-01,2021,A6319160201,Standard,"AQ Neuer SSD",1517,17.3590,26333.60
2020-12-01,2021,A6319160202,Plus,"AQ Neuer SSD",1050,18.5733,19501.97
2020-12-01,2021,A6319160203,Premium,"AQ Neuer SSD",1645,19.3433,31819.73
2020-12-01,2021,A6419160301,Standard,"AQ Clx1",1867,17.8043,33240.63
2020-12-01,2021,A6419160302,Plus,"AQ Clx1",1789,19.6723,35193.74
2020-12-01,2021,A6419160303,Premium,"AQ Clx1",1797,19.3342,34743.56
2020-12-01,2021,A6519160401,Standard,"AQ Clx2",724,20.2889,14689.16
2020-12-01,2021,A6520160402,Plus,"AQ Clx2",1320,20.1650,26617.80
2020-12-01,2021,A6520160403,Premium,"AQ Clx2",407,21.2830,8662.18
2020-12-01,2021,A6620160501,Standard,"AQ Clx3",564,22.8530,12889.09
2020-12-01,2021,A6720160103,Premium,"AQ Pen Drive 2 IN 1",1619,4.4411,7190.14
2020-12-01,2021,A6818160201,Standard,"AQ Pen Drive DRC",1805,2.9990,5413.20
2020-12-01,2021,A6818160202,Plus,"AQ Pen Drive DRC",1113,3.8531,4288.50
2020-12-01,2021,A6819160203,Premium,"AQ Pen Drive DRC",2641,5.0984,13464.87
2020-12-01,2021,A7118160101,Standard,"AQ Wi Power Dx1",510,29.6712,15132.31
2020-12-01,2021,A7119160102,Plus,"AQ Wi Power Dx1",843,29.9264,25227.96
2020-12-01,2021,A7119160103,Premium,"AQ Wi Power Dx1",364,28.7736,10473.59
2020-12-01,2021,A7219160201,Standard,"AQ Wi Power Dx2",870,32.9575,28673.03
2020-12-01,2021,A7220160202,Plus,"AQ Wi Power Dx2",1311,35.2053,46154.15
2020-12-01,2021,A7220160203,Premium,"AQ Wi Power Dx2",1553,37.4784,58203.96
2020-12-01,2021,A7321160301,Standard,"AQ Wi Power Dx3",1235,40.7954,50382.32
2020-12-01,2021,A7321160302,Plus,"AQ Wi Power Dx3",654,43.9446,28739.77
2020-12-01,2021,A7321160303,Premium,"AQ Wi Power Dx3",636,42.8483,27251.52
2021-01-01,2021,A0118150101,Standard,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",103,19.0573,1962.90
2021-01-01,2021,A0118150102,Plus,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",26,21.4565,557.87
2021-01-01,2021,A0118150103,Premium,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",168,21.7795,3658.96
2021-01-01,2021,A0118150104,"Premium Plus","AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",144,22.9729,3308.10
2021-01-01,2021,A0219150201,Standard,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",162,23.6987,3839.19
2021-01-01,2021,A0219150202,Plus,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",135,24.7312,3338.71
2021-01-01,2021,A0220150203,Premium,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",155,23.6154,3660.39
2021-01-01,2021,A0320150301,Standard,"AQ Zion Saga",41,23.7223,972.61
2021-01-01,2021,A0321150302,Plus,"AQ Zion Saga",82,27.1027,2222.42
2021-01-01,2021,A0321150303,Premium,"AQ Zion Saga",116,28.0059,3248.68
2021-01-01,2021,A0418150103,"Standard 3","AQ Mforce Gen X",175,19.5235,3416.61
2021-01-01,2021,A0418150104,"Plus 1","AQ Mforce Gen X",177,19.9239,3526.53
2021-01-01,2021,A0418150105,"Plus 2","AQ Mforce Gen X",124,20.0766,2489.50
2021-01-01,2021,A0418150106,"Plus 3","AQ Mforce Gen X",91,19.9365,1814.22
2021-01-01,2021,A0519150201,"Standard 1","AQ Mforce Gen Y",38,22.3984,851.14
2021-01-01,2021,A0519150202,"Standard 2","AQ Mforce Gen Y",146,24.9298,3639.75
2021-01-01,2021,A0519150203,"Standard 3","AQ Mforce Gen Y",56,26.5871,1488.88
2021-01-01,2021,A0519150204,"Plus 1","AQ Mforce Gen Y",133,26.1081,3472.38
2021-01-01,2021,A0519150205,"Plus 2","AQ Mforce Gen Y",69,29.7008,2049.36
2021-01-01,2021,A0519150206,"Plus 3","AQ Mforce Gen Y",23,31.2439,718.61
2021-01-01,2021,A0519150207,"Premium 1","AQ Mforce Gen Y",193,32.4427,6261.44
2021-01-01,2021,A0519150208,"Premium 2","AQ Mforce Gen Y",99,30.5816,3027.58
2021-01-01,2021,A0619150301,"Standard 1","AQ Mforce Gen Z",78,30.4696,2376.63
2021-01-01,2021,A0619150302,"Standard 2","AQ Mforce Gen Z",165,34.0973,5626.05
2021-01-01,2021,A0620150303,"Standard 3","AQ Mforce Gen Z",87,34.2412,2978.98
2021-01-01,2021,A0620150304,"Plus 1","AQ Mforce Gen Z",73,37.5826,2743.53
2021-01-01,2021,A0620150305,"Plus 2","AQ Mforce Gen Z",140,36.5679,5119.51
2021-01-01,2021,A0620150306,"Plus 3","AQ Mforce Gen Z",137,37.5278,5141.31
2021-01-01,2021,A0621150307,"Premium 1","AQ Mforce Gen Z",160,36.2434,5798.94
2021-01-01,2021,A0621150308,"Premium 2","AQ Mforce Gen Z",149,39.3990,5870.45
2021-01-01,2021,A0721150401,Standard,"AQ GT 21",106,39.3377,4169.80
2021-01-01,2021,A0721150402,"Plus 1","AQ GT 21",136,39.1465,5323.92
2021-01-01,2021,A0721150403,"Plus 2","AQ GT 21",170,39.2990,6680.83
2021-01-01,2021,A0721150404,Premium,"AQ GT 21",138,39.1215,5398.77
2021-01-01,2021,A0821150501,Standard,"AQ Marquee P3",135,40.5013,5467.68
2021-01-01,2021,A0821150502,"Plus 1","AQ Marquee P3",91,43.2966,3939.99
2021-01-01,2021,A0821150503,"Plus 2","AQ Marquee P3",179,42.3841,7586.75
2021-01-01,2021,A0821150504,Premium,"AQ Marquee P3",125,44.7044,5588.05
2021-01-01,2021,A0921150601,Standard,"AQ Marquee P4",183,45.0813,8249.88
2021-01-01,2021,A1018150101,Standard,"AQ 5000 Series Electron 9 5900X Desktop Processor",153,111.1036,16998.85
